X,Y

107,78

114,78

109,74

108,74

110,76

115,79

120,83

126,87

138,95

150,103

162,111

175,119

187,127

199,135

212,143

224,151

236,159

249,167

261,175

273,183

286,191

298,199

310,207

322,215

335,223

347,231

359,239

372,247

384,255

396,263

408,271

421,279

433,287

445,295

458,303

470,311

482,319

494,327

507,335

519,343

531,351

543,359

556,367

568,375

580,383

593,391

605,399

617,407

629,415

642,423

