X,Y
148,107
155,108
152,106
144,99
132,90
127,88
133,92
142,98
153,105
165,113
176,120
188,128
199,136
211,143
222,151
234,159
246,166
257,174
269,182
281,189
292,197
304,204
315,212
327,219
338,227
350,234
361,242
373,250
384,257
395,265
407,272
418,280
430,287
441,295
453,302
464,310
476,317
487,325
499,332
510,340
522,348
533,355
545,363
556,370
568,378
579,385
591,393
602,400
614,408
625,415
