X,Y
411,285
411,285
411,285
411,285
418,287
418,287
418,287
418,287
418,287
425,287
425,287
425,287
425,287
425,287
430,290
430,290
430,290
430,290
437,293
437,293
437,293
437,293
447,298
447,298
447,298
447,298
447,298
457,306
457,306
457,306
457,306
457,306
464,315
464,315
464,315
464,315
464,315
476,327
476,327
476,327
476,327
490,342
490,342
490,342
490,342
490,342
500,356
500,356
500,356
500,356
500,356
514,375
514,375
514,375
514,375
522,389
522,389
522,389
522,389
534,403
534,403
534,403
534,403
534,403
545,420
545,420
545,420
545,420
545,420
554,435
554,435
554,435
554,435
567,452
567,452
567,452
567,452
567,452
576,464
576,464
576,464
576,464
576,464
576,464
585,474
585,474
585,474
585,474
585,474
593,478
593,478
593,478
593,478
602,484
602,484
602,484
602,484
602,484
612,490
612,490
612,490
612,490
612,490
625,495
625,495
625,495
625,495
625,495
641,501
641,501
641,501
641,501
641,501
653,506
653,506
653,506
653,506
668,509
668,509
668,509
668,509
668,509
687,515
687,515
687,515
687,515
703,518
703,518
703,518
703,518
727,521
727,521
727,521
727,521
727,521
755,524
755,524
755,524
755,524
755,524
782,524
782,524
782,524
782,524
809,524
809,524
809,524
809,524
809,524
845,524
845,524
845,524
845,524
845,524
879,520
879,520
879,520
879,520
916,513
916,513
916,513
916,513
916,513
950,508
950,508
950,508
950,508
950,508
990,499
990,499
990,499
990,499
990,499
1026,486
1026,486
1026,486
1026,486
1026,486
1048,479
1048,479
1048,479
1048,479
1075,471
1075,471
1075,471
1075,471
1075,471
1086,469
1086,469
1086,469
1086,469
1086,469
1099,463
1099,463
1099,463
1099,463
1106,459
1106,459
1106,459
1106,459
1106,459
1111,456
1111,456
1111,456
1111,456
1113,451
1113,451
1113,451
1113,451
1113,451
1115,447
1115,447
1115,447
1115,447
1115,447
1115,442
1115,442
1115,442
1115,442
1115,432
1115,432
1115,432
1115,432
1115,432
1115,422
1115,422
1115,422
1115,422
1110,407
1110,407
1110,407
1110,407
1110,407
1107,395
1107,395
1107,395
1107,395
1107,395
1101,384
1101,384
1101,384
1101,384
1101,384
1094,373
1094,373
1094,373
1094,373
1094,373
1083,354
1083,354
1083,354
1083,354
1068,330
1068,330
1068,330
1068,330
1068,330
1052,306
1052,306
1052,306
1052,306
1034,281
1034,281
1034,281
1034,281
1034,281
1013,260
1013,260
1013,260
1013,260
1013,260
998,244
998,244
998,244
998,244
983,234
983,234
983,234
983,234
983,234
970,225
970,225
970,225
970,225
959,220
959,220
959,220
959,220
959,220
950,217
950,217
950,217
950,217
950,217
942,215
942,215
942,215
942,215
935,215
935,215
935,215
935,215
926,215
926,215
926,215
926,215
926,215
923,215
923,215
923,215
923,215
923,215
917,216
917,216
917,216
917,216
917,216
911,218
911,218
911,218
905,224
905,224
905,224
905,224
905,224
897,231
897,231
897,231
897,231
891,239
891,239
891,239
891,239
891,239
886,246
886,246
886,246
886,246
886,246
879,256
879,256
879,256
879,256
871,266
871,266
871,266
871,266
871,266
859,276
859,276
859,276
859,276
859,276
846,291
846,291
846,291
846,291
838,303
838,303
838,303
838,303
838,303
828,313
828,313
828,313
828,313
821,322
821,322
821,322
821,322
821,322
811,329
811,329
811,329
811,329
811,329
805,334
805,334
805,334
805,334
797,340
797,340
797,340
797,340
797,340
791,344
791,344
791,344
791,344
781,347
781,347
781,347
781,347
781,347
772,350
772,350
772,350
772,350
772,350
764,353
764,353
764,353
764,353
753,353
753,353
753,353
753,353
753,353
744,355
744,355
744,355
744,355
733,355
733,355
733,355
733,355
733,355
726,357
726,357
726,357
726,357
726,357
722,358
722,358
722,358
722,358
722,358
719,358
719,358
719,358
719,358
719,358
716,358
716,358
716,358
716,358
710,358
710,358
710,358
710,358
703,358
703,358
703,358
703,358
703,358
695,358
695,358
695,358
695,358
695,358
687,358
687,358
687,358
687,358
687,358
681,356
681,356
681,356
681,356
681,356
673,353
673,353
673,353
673,353
666,350
666,350
666,350
666,350
663,350
663,350
663,350
663,350
661,349
661,349
661,349
661,349
649,342
649,342
649,342
649,342
649,342
640,337
640,337
640,337
640,337
640,337
630,331
630,331
630,331
630,331
619,325
619,325
619,325
619,325
619,325
610,321
610,321
610,321
610,321
610,321
605,319
605,319
605,319
605,319
599,316
599,316
599,316
599,316
599,316
594,314
594,314
594,314
594,314
594,314
588,311
588,311
588,311
588,311
588,311
585,310
585,310
585,310
585,310
578,307
578,307
578,307
578,307
572,304
572,304
572,304
572,304
572,304
566,300
566,300
566,300
566,300
566,300
560,297
560,297
560,297
560,297
560,297
554,294
554,294
554,294
554,294
554,294
547,290
547,290
547,290
547,290
541,286
541,286
541,286
541,286
541,286
534,284
534,284
534,284
534,284
530,282
530,282
530,282
530,282
530,282
523,282
523,282
523,282
523,282
523,282
517,281
517,281
517,281
517,281
508,280
508,280
508,280
508,280
508,280
497,280
497,280
497,280
497,280
497,280
483,280
483,280
483,280
483,280
466,280
466,280
466,280
466,280
466,280
455,280
455,280
455,280
455,280
444,280
444,280
444,280
444,280
444,280
433,281
433,281
433,281
433,281
422,284
422,284
422,284
422,284
422,284
410,286
410,286
410,286
410,286
