X,Y,TIME
534,478,0.001994609832763672
534,478,0.003985404968261719
534,478,0.005953788757324219
534,478,0.00794839859008789
534,478,0.009943008422851562
534,478,0.011937379837036133
534,478,0.01393270492553711
534,478,0.01592707633972168
534,478,0.01792168617248535
534,478,0.019916057586669922
534,478,0.021910905838012695
534,478,0.023905515670776367
534,478,0.025900602340698242
534,478,0.027895212173461914
534,478,0.029890060424804688
534,478,0.031176328659057617
534,478,0.033172607421875
534,478,0.03516721725463867
534,478,0.037162065505981445
534,478,0.03915691375732422
534,478,0.04115128517150879
534,478,0.04314613342285156
534,478,0.045140981674194336
534,478,0.046654462814331055
534,478,0.04865074157714844
534,478,0.05064558982849121
534,478,0.05263996124267578
534,478,0.054634809494018555
534,478,0.05662965774536133
534,478,0.058624267578125
534,478,0.06061911582946777
534,478,0.06261301040649414
534,478,0.06460833549499512
534,478,0.06660270690917969
534,478,0.06859755516052246
534,478,0.07059216499328613
534,478,0.0725870132446289
534,478,0.07458162307739258
534,478,0.07657599449157715
534,478,0.07857131958007812
534,478,0.07973194122314453
534,478,0.08172798156738281
534,478,0.08372259140014648
534,478,0.08571720123291016
534,478,0.08771228790283203
534,478,0.0897066593170166
534,478,0.09170126914978027
534,478,0.09369611740112305
534,478,0.09569072723388672
534,478,0.09693360328674316
534,478,0.09893059730529785
534,478,0.10092520713806152
534,478,0.1029200553894043
534,478,0.10491442680358887
534,478,0.10690927505493164
534,478,0.10890388488769531
534,478,0.11089873313903809
534,478,0.11289358139038086
534,478,0.11411261558532715
534,478,0.11610889434814453
534,478,0.1181039810180664
534,478,0.12009835243225098
534,478,0.12209296226501465
534,478,0.12408757209777832
534,478,0.1260824203491211
534,478,0.12807703018188477
534,478,0.13007283210754395
534,478,0.132066011428833
534,478,0.13406133651733398
534,478,0.13605570793151855
534,478,0.13805031776428223
534,478,0.1400449275970459
534,478,0.14203953742980957
534,478,0.14403438568115234
534,478,0.14602923393249512
534,478,0.14745736122131348
534,478,0.14945340156555176
534,478,0.15144801139831543
534,478,0.1534426212310791
534,478,0.15543746948242188
534,478,0.15743207931518555
534,478,0.15942692756652832
534,478,0.161421537399292
534,478,0.16341638565063477
534,478,0.16541051864624023
534,478,0.16744780540466309
534,478,0.16948151588439941
534,478,0.17146658897399902
534,478,0.1734616756439209
534,478,0.17545223236083984
534,478,0.17751502990722656
534,478,0.1794419288635254
534,478,0.18143653869628906
534,478,0.18343162536621094
534,478,0.1854257583618164
534,478,0.18742108345031738
534,478,0.1893911361694336
534,478,0.19138574600219727
534,478,0.19338011741638184
534,478,0.1953752040863037
534,478,0.19687557220458984
534,478,0.19790244102478027
534,478,0.19989633560180664
534,478,0.20189142227172852
534,478,0.2038898468017578
534,478,0.20588135719299316
534,478,0.20787644386291504
534,478,0.2098703384399414
534,478,0.21137475967407227
534,478,0.21339821815490723
534,478,0.21490740776062012
534,478,0.21693086624145508
534,478,0.21892714500427246
534,478,0.2209153175354004
534,478,0.22291135787963867
534,478,0.22490644454956055
534,478,0.22687697410583496
534,478,0.22887158393859863
534,478,0.23037457466125488
534,478,0.23237061500549316
534,478,0.23436522483825684
534,478,0.2363598346710205
534,478,0.23835444450378418
534,478,0.24034929275512695
534,478,0.24234390258789062
534,478,0.24435138702392578
534,478,0.2456057071685791
534,478,0.24764585494995117
534,478,0.2491919994354248
534,478,0.25121498107910156
534,478,0.2532074451446533
534,478,0.25517773628234863
534,478,0.2571723461151123
534,478,0.259166955947876
534,478,0.2611870765686035
534,478,0.26317906379699707
534,478,0.2651791572570801
534,478,0.2671699523925781
534,478,0.2691640853881836
534,478,0.2711350917816162
534,478,0.2731297016143799
534,478,0.27512431144714355
534,478,0.2771189212799072
534,478,0.2791140079498291
534,478,0.28051161766052246
534,478,0.28250813484191895
534,478,0.2845025062561035
534,478,0.2864973545074463
534,478,0.28849220275878906
534,478,0.29048657417297363
