X,Y,TIME
358,152,0.0010852813720703125
358,152,0.0029990673065185547
358,152,0.004501819610595703
358,152,0.00650787353515625
358,152,0.008509635925292969
358,152,0.010013341903686523
358,152,0.012025594711303711
358,152,0.013549566268920898
358,152,0.015546321868896484
358,152,0.017072439193725586
358,152,0.019151926040649414
358,152,0.020590543746948242
358,152,0.022681713104248047
358,152,0.02411484718322754
358,152,0.026108741760253906
358,152,0.027619361877441406
358,152,0.029628753662109375
358,152,0.031136274337768555
358,152,0.0331425666809082
358,152,0.0346522331237793
358,152,0.03672051429748535
358,152,0.03817129135131836
358,152,0.040427207946777344
358,152,0.042201995849609375
358,152,0.04379725456237793
358,152,0.045806169509887695
358,152,0.047316551208496094
358,152,0.04934573173522949
358,152,0.050832271575927734
358,152,0.052842140197753906
358,152,0.05435323715209961
358,152,0.056455135345458984
358,152,0.05787467956542969
358,152,0.05988574028015137
358,152,0.06140327453613281
358,152,0.06341028213500977
358,152,0.06491661071777344
358,152,0.06692624092102051
358,152,0.06843328475952148
358,152,0.07046341896057129
358,152,0.07194900512695312
358,152,0.0739595890045166
358,152,0.07547783851623535
358,152,0.0774843692779541
358,152,0.07899117469787598
358,152,0.08102083206176758
358,152,0.08250880241394043
358,152,0.08454155921936035
358,152,0.08602571487426758
358,152,0.08803415298461914
358,152,0.08954524993896484
358,152,0.09155440330505371
358,152,0.09305715560913086
358,152,0.09506344795227051
358,152,0.09657144546508789
358,152,0.09857964515686035
358,152,0.10009002685546875
358,152,0.10212254524230957
358,152,0.1036076545715332
358,152,0.10564064979553223
358,152,0.10712504386901855
358,152,0.10913228988647461
358,152,0.1106569766998291
358,152,0.11265254020690918
358,152,0.11417365074157715
358,152,0.11617016792297363
358,152,0.11770868301391602
358,152,0.11970663070678711
358,152,0.12122225761413574
358,152,0.12321949005126953
358,152,0.12474560737609863
358,152,0.1267402172088623
358,152,0.12824606895446777
358,152,0.13025426864624023
358,152,0.13176202774047852
358,152,0.13377642631530762
358,152,0.1352825164794922
358,152,0.13729238510131836
358,152,0.13880085945129395
358,152,0.14081931114196777
358,152,0.1423196792602539
358,152,0.1443326473236084
358,152,0.1458439826965332
358,152,0.14785242080688477
358,152,0.14936399459838867
358,152,0.15137243270874023
358,152,0.15288162231445312
358,152,0.1548912525177002
358,152,0.15639877319335938
358,152,0.15841341018676758
358,152,0.15991997718811035
358,152,0.16193342208862305
358,152,0.16344261169433594
358,152,0.1654517650604248
358,152,0.1669607162475586
358,152,0.1689746379852295
358,152,0.17047977447509766
358,152,0.17249035835266113
358,152,0.17400741577148438
358,152,0.17602062225341797
358,152,0.17753171920776367
358,152,0.17954111099243164
358,152,0.18104863166809082
358,152,0.18305754661560059
358,152,0.18456602096557617
358,152,0.18657588958740234
358,152,0.18808627128601074
358,152,0.1900959014892578
358,152,0.19161224365234375
358,152,0.19362235069274902
358,152,0.1951279640197754
358,152,0.1971588134765625
358,152,0.19864153861999512
358,152,0.2006702423095703
358,152,0.20215606689453125
358,152,0.20418477058410645
358,152,0.205672025680542
358,152,0.2076869010925293
358,152,0.20920944213867188
358,152,0.21121573448181152
358,152,0.2127377986907959
358,152,0.21473145484924316
358,152,0.21625518798828125
358,152,0.21826958656311035
358,152,0.21976661682128906
358,152,0.2217848300933838
358,152,0.2232818603515625
358,152,0.22527694702148438
358,152,0.22678303718566895
358,152,0.2287895679473877
358,152,0.23029804229736328
